Aircraft Table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AircraftID,EquipmentType,TypeCode,Year,Make,Model,Category,Class,GearType,EngineType,Complex,HighPerformance,Pressurized,TAA
13416,,,,Airbus,A320,2,5,,,True,False,False,False
13417,,,,Airbus,A320,2,5,,,True,False,False,False
13418,,,,Airbus,A321,2,5,,,False,False,False,False
13419,,,,Airbus,A319,2,5,,,False,False,False,False
13420,,,,Airbus,A321,2,5,,,False,False,False,False
13421,,,,Airbus,A321,2,5,,,False,False,False,False
13422,,,,Airbus,A321,2,5,,,False,False,False,False
13423,,,,Airbus,A320,2,5,,,False,False,False,False
13424,,,,Airbus,A321,2,5,,,False,False,False,False
13425,,,,Airbus,A321,2,5,,,False,False,False,False
13426,,,,Airbus,A320,2,5,,,False,False,False,False
13427,,,,Airbus,A319,2,5,,,False,False,False,False
13428,,,,Airbus,A320,2,5,,,False,False,False,False
13429,,,,Airbus,A320,2,5,,,False,False,False,False
13430,,,,Airbus,A320,2,5,,,False,False,False,False
13431,,,,Airbus,A320,2,5,,,False,False,False,False
13432,,,,Airbus,A320,2,5,,,False,False,False,False
13433,,,,Airbus,A319,2,5,,,False,False,False,False
13434,,,,Airbus,A320,2,5,,,False,False,False,False
13435,,,,Airbus,A319,2,5,,,False,False,False,False
13436,,,,Airbus,A321,2,5,,,False,False,False,False
13437,,,,Airbus,A320,2,5,,,False,False,False,False
13438,,,,Airbus,A320,2,5,,,False,False,False,False
13439,,,,Airbus,A321,2,5,,,False,False,False,False
13440,,,,,A320,2,5,,,False,False,False,False
13441,,,,Airbus,A320,2,5,,,False,False,False,False
13442,,,,Airbus,A319,2,5,,,False,False,False,False
13443,,,,Airbus,A321,2,5,,,False,False,False,False
13444,,,,Airbus,A320,2,5,,,False,False,False,False
13445,,,,Airbus,A321,2,5,,,False,False,False,False
13446,,,,Airbus,A319,2,5,,,False,False,False,False
13447,,,,Airbus,A320,2,5,,,False,False,False,False
13448,,,,Airbus,A321,2,5,,,False,False,False,False
13449,,,,Airbus,A320,2,5,,,False,False,False,False
13450,,,,Airbus,A321,2,5,,,False,False,False,False
13451,,,,Airbus,A321,2,5,,,False,False,False,False
13452,,,,Airbus,A321,2,5,,,False,False,False,False
13453,,,,Airbus,A321,2,5,,,False,False,False,False
13454,,,,Airbus,A320,2,5,,,False,False,False,False
13455,,,,Airbus,A321,2,5,,,False,False,False,False
13456,,,,Airbus,A320,2,5,,,False,False,False,False
13457,,,,Airbus,A321,2,5,,,False,False,False,False
13458,,,,Airbus,A321,2,5,,,False,False,False,False
13459,,,,Airbus,A320,2,5,,,False,False,False,False
13460,,,,Airbus,A319,2,5,,,False,False,False,False
13461,,,,Airbus,A319,2,5,,,False,False,False,False
13462,,,,Airbus,A320,2,5,,,False,False,False,False
13463,,,,Airbus,A321,2,5,,,False,False,False,False
13464,,,,Airbus,A321,2,5,,,False,False,False,False
13465,,,,Airbus,A321,2,5,,,False,False,False,False
13466,,,,Airbus,A321,2,5,,,False,False,False,False
13467,,,,Airbus,A321,2,5,,,False,False,False,False
13468,,,,Airbus,A320,2,5,,,False,False,False,False
13469,,,,Airbus,A321,2,5,,,False,False,False,False
13470,,,,Airbus,A321,2,5,,,False,False,False,False
13471,,,,Airbus,A320,2,5,,,False,False,False,False
13472,,,,Airbus,A321,2,5,,,False,False,False,False
13473,,,,Airbus,A319,2,5,,,False,False,False,False
13474,,,,Airbus,A321,2,5,,,False,False,False,False
13475,,,,Airbus,A319,2,5,,,False,False,False,False
13476,,,,Airbus,A320,2,5,,,False,False,False,False
13477,,,,Airbus,A321,2,5,,,False,False,False,False
13478,,,,Airbus,A321,2,5,,,False,False,False,False
13479,,,,Airbus,A321,2,5,,,False,False,False,False
13480,,,,Airbus,A321,2,5,,,False,False,False,False
13481,,,,Airbus,A320,2,5,,,False,False,False,False
13482,,,,Airbus,A321,2,5,,,False,False,False,False
13483,,,,Airbus,A321,2,5,,,False,False,False,False
13484,,,,Airbus,A321,2,5,,,False,False,False,False
13485,,,,Airbus,A321,2,5,,,False,False,False,False
13486,,,,Airbus,A321,2,5,,,False,False,False,False
13487,,,,Airbus,A319,2,5,,,False,False,False,False
13488,,,,Airbus,A321,2,5,,,False,False,False,False
13489,,,,Airbus,A321,2,5,,,False,False,False,False
13490,,,,Airbus,A321,2,5,,,False,False,False,False
13491,,,,Airbus,A321,2,5,,,False,False,False,False
13492,,,,Airbus,A320,2,5,,,False,False,False,False
13493,,,,Airbus,A321,2,5,,,False,False,False,False
13494,,,,Airbus,A321,2,5,,,False,False,False,False
13495,,,,Airbus,A319,2,5,,,False,False,False,False
13496,,,,Airbus,A320,2,5,,,False,False,False,False
13497,,,,Airbus,A321,2,5,,,False,False,False,False
13498,,,,Airbus,A321,2,5,,,False,False,False,False
13499,,,,Airbus,A321,2,5,,,False,False,False,False
13500,,,,Airbus,A321,2,5,,,False,False,False,False
13501,,,,Airbus,A321,2,5,,,False,False,False,False
13502,,,,AIRBUS,A320,2,5,,,False,False,False,False
13503,,,,Airbus,A321,2,5,,,False,False,False,False
13504,,,,,A321,2,5,,,False,False,False,False
13505,,,,Airbus,A321,2,5,,,False,False,False,False
13506,,,,Airbus,A321,2,5,,,False,False,False,False
13507,,,,Airbus,A320,2,5,,,False,False,False,False
13508,,,,Airbus,A321,2,5,,,False,False,False,False
13509,,,,Airbus,A321,2,5,,,False,False,False,False
13510,,,,Airbus,A320,2,5,,,False,False,False,False
13511,,,,,A321,2,5,,,False,False,False,False
13512,,,,,A321,2,5,,,False,False,False,False
13513,,,,,A321,2,5,,,False,False,False,False
13514,,,,,A321,2,5,,,False,False,False,False
13515,,,,CESSNA,C150,1,5,,,False,False,False,False
13516,,,,,A321,2,5,,,False,False,False,False
13517,,,,Gulfstream,G550,2,5,,,False,False,False,False
13518,,,,Gulfstream,G500,2,5,,,True,False,False,False
13519,,,,Gulfstream,G450,2,5,,,True,False,False,False
13520,,,,Airbus,A320,2,5,,,True,False,False,False
13521,,,,Airbus,A320,2,5,,,False,False,False,False
13522,,,,Airbus,A320,2,5,,,False,False,False,False
13523,,,,Airbus,A320,2,5,,,False,False,False,False
13524,,,,Airbus,A320,2,5,,,False,False,False,False
13525,,,,Airbus,A320,2,5,,,False,False,False,False
13526,,,,Airbus,A320,2,5,,,False,False,False,False
13527,,,,,Model X,2,5,,,False,False,False,False
13528,,,,,A20N,2,5,,,False,False,False,False
13529,,,,,A20N,2,5,,,False,False,False,False
13530,,,,,A20N,2,5,,,False,False,False,False
13531,,,,,A20N,2,5,,,False,False,False,False
13532,,,,,ACFT-X,2,5,,,False,False,False,False
13533,,,,,SIM-X,2,5,,,False,False,False,False
13534,,,,,DRONE-X,1,1,,,False,False,False,False
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flights Table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#;type;runway;airport;comments,,,,,,,,,,,,name;role;email,,,,,,,,,,,,,,,,,,,
Date,AircraftID,From,To,Route,TimeOut,TimeOff,TimeOn,TimeIn,OnDuty,OffDuty,TotalTime,PIC,SIC,Night,Solo,CrossCountry,NVG,NVGOps,Distance,DayTakeoffs,DayLandingsFullStop,NightTakeoffs,NightLandingsFullStop,AllLandings,ActualInstrument,SimulatedInstrument,HobbsStart,HobbsEnd,TachStart,TachEnd,Holds,Approach1,Approach2,Approach3,Approach4,Approach5,Approach6,DualGiven,DualReceived,SimulatedFlight,GroundTraining,InstructorName,InstructorComments,Person1,Person2,Person3,Person4,Person5,Person6,FlightReview,Checkride,IPC,NVGProficiency,FAA6158,CustomFieldName,CustomFieldName,CustomFieldName,CustomFieldName,CustomFieldName,CustomFieldName,CustomFieldName,PilotComments
1998-03-16,,00000000-0000-0000-0000-000000009693,00000000-0000-0000-0000-000000009693,,,,,,,,60.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,,,,,,,0.00,0.00,0.00,0.00,,,,,,,,,False,False,False,False,False,,0.00,0.00,0,,,False,
1998-03-29,,00000000-0000-0000-0000-000000009693,00000000-0000-0000-0000-000000009693,,,,,,,,60.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,,,,,,,0.00,0.00,0.00,0.00,,,,,,,,,False,False,False,False,False,,0.00,0.00,0,,,False,
1998-06-01,,00000000-0000-0000-0000-000000009693,00000000-0000-0000-0000-000000009693,,,,,,,,65.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,,,,,,,0.00,0.00,0.00,0.00,,,,,,,,,False,False,False,False,False,,0.00,0.00,0,,,False,
1998-06-04,,00000000-0000-0000-0000-000000009693,00000000-0000-0000-0000-000000009693,,,,,,,,70.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,,,,,,,0.00,0.00,0.00,0.00,,,,,,,,,False,False,False,False,False,,0.00,0.00,0,,,False,
1998-06-15,,00000000-0000-0000-0000-000000009693,00000000-0000-0000-0000-000000009693,,,,,,,,60.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,,,,,,,0.00,0.00,0.00,0.00,,,,,,,,,False,False,False,False,False,,0.00,0.00,0,,,False,
1998-06-20,,00000000-0000-0000-0000-000000009693,00000000-0000-0000-0000-000000009693,,,,,,,,60.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,,,,,,,0.00,0.00,0.00,0.00,,,,,,,,,False,False,False,False,False,,0.00,0.00,0,,,False,
1998-06-24,,00000000-0000-0000-0000-000000009693,00000000-0000-0000-0000-000000009693,,,,,,,,60.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,,,,,,,0.00,0.00,0.00,0.00,,,,,,,,,False,False,False,False,False,,0.00,0.00,0,,,False,
1998-06-27,,00000000-0000-0000-0000-000000009693,00000000-0000-0000-0000-000000009693,,,,,,,,60.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,,,,,,,0.00,0.00,0.00,0.00,,,,,,,,,False,False,False,False,False,,0.00,0.00,0,,,False,
1998-07-01,,00000000-0000-0000-0000-000000009693,00000000-0000-0000-0000-000000009693,,,,,,,,60.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,,,,,,,0.00,0.00,0.00,0.00,,,,,,,,,False,False,False,False,False,,0.00,0.00,0,,,False,
1998-07-04,,00000000-0000-0000-0000-000000009693,00000000-0000-0000-0000-000000009693,,,,,,,,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,,,,,,,0.00,0.00,0.00,0.00,,,,,,,,,False,False,False,False,False,,0.00,0.00,0,,,False,
1998-07-09,,00000000-0000-0000-0000-000000009693,00000000-0000-0000-0000-000000009693,,,,,,,,55.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,,,,,,,0.00,0.00,0.00,0.00,,,,,,,,,False,False,False,False,False,,0.00,0.00,0,,,False,
1998-07-11,,00000000-0000-0000-0000-000000009693,00000000-0000-0000-0000-000000009693,,,,,,,,60.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,,,,,,,0.00,0.00,0.00,0.00,,,,,,,,,False,False,False,False,False,,0.00,0.00,0,,,False,
1998-07-15,,00000000-0000-0000-0000-000000009693,00000000-0000-0000-0000-000000009693,,,,,,,,65.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,,,,,,,0.00,0.00,0.00,0.00,,,,,,,,,False,False,False,False,False,,0.00,0.00,0,,,False,
1998-07-18,,00000000-0000-0000-0000-000000009693,00000000-0000-0000-0000-000000009693,,,,,,,,80.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,,,,,,,0.00,0.00,0.00,0.00,,,,,,,,,False,False,False,False,False,,0.00,0.00,0,,,False,
1998-07-21,,00000000-0000-0000-0000-000000009693,00000000-0000-0000-0000-000000009693,,,,,,,,55.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,,,,,,,0.00,0.00,0.00,0.00,,,,,,,,,False,False,False,False,False,,0.00,0.00,0,,,False,
1998-07-25,,00000000-0000-0000-0000-000000009693,00000000-0000-0000-0000-000000009693,,,,,,,,90.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,,,,,,,0.00,0.00,0.00,0.00,,,,,,,,,False,False,False,False,False,,0.00,0.00,0,,,False,
1998-08-16,,00000000-0000-0000-0000-000000009693,00000000-0000-0000-0000-000000009693,,,,,,,,85.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,,,,,,,0.00,0.00,0.00,0.00,,,,,,,,,False,False,False,False,False,,0.00,0.00,0,,,False,
1998-08-24,,00000000-0000-0000-0000-000000009691,00000000-0000-0000-0000-000000009691,,,,,,,,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,,,,,,,0.00,0.00,0.00,0.00,,,,,,,,,False,False,False,False,False,,0.00,0.00,0,,,False,
1998-08-28,,00000000-0000-0000-0000-000000009693,00000000-0000-0000-0000-000000009693,,,,,,,,60.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,,,,,,,0.00,0.00,0.00,0.00,,,,,,,,,False,False,False,False,False,,0.00,0.00,0,,,False,
1998-09-01,,00000000-0000-0000-0000-000000009693,00000000-0000-0000-0000-000000009693,,,,,,,,80.00,80.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,,,,,,,0.00,0.00,0.00,0.00,,,,,,,,,False,False,False,False,False,,0.00,0.00,0,,,False,
1998-09-05,,00000000-0000-0000-0000-000000009693,00000000-0000-0000-0000-000000009693,,,,,,,,115.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,,,,,,,0.00,0.00,0.00,0.00,,,,,,,,,False,False,False,False,False,,0.00,0.00,0,,,False,
1998-09-10,,00000000-0000-0000-0000-000000009693,00000000-0000-0000-0000-000000009693,,,,,,,,140.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,,,,,,,0.00,0.00,0.00,0.00,,,,,,,,,False,False,False,False,False,,0.00,0.00,0,,,False,
1998-09-13,,00000000-0000-0000-0000-000000009693,00000000-0000-0000-0000-000000009693,,,,,,,,80.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,,,,,,,0.00,0.00,0.00,0.00,,,,,,,,,False,False,False,False,False,,0.00,0.00,0,,,False,
1998-09-22,,00000000-0000-0000-0000-000000009693,00000000-0000-0000-0000-000000009693,,,,,,,,70.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,,,,,,,0.00,0.00,0.00,0.00,,,,,,,,,False,False,False,False,False,,0.00,0.00,0,,,False,
1998-09-26,,00000000-0000-0000-0000-000000009693,00000000-0000-0000-0000-000000009693,,,,,,,,65.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,,,,,,,0.00,0.00,0.00,0.00,,,,,,,,,False,False,False,False,False,,0.00,0.00,0,,,False,
1998-09-30,,00000000-0000-0000-0000-000000009693,00000000-0000-0000-0000-000000009693,,,,,,,,45.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,,,,,,,0.00,0.00,0.00,0.00,,,,,,,,,False,False,False,False,False,,0.00,0.00,0,,,False,
1998-10-03,,00000000-0000-0000-0000-000000009693,00000000-0000-0000-0000-000000009693,,,,,,,,125.00,125.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,,,,,,,0.00,0.00,0.00,0.00,,,,,,,,,False,False,False,False,False,,0.00,0.00,0,,,False,
1998-10-10,,00000000-0000-0000-0000-000000009693,00000000-0000-0000-0000-000000009693,,,,,,,,200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,,,,,,,0.00,0.00,0.00,0.00,,,,,,,,,False,False,False,False,False,,0.00,0.00,0,,,False,
1998-10-14,,00000000-0000-0000-0000-000000009693,00000000-0000-0000-0000-000000009693,,,,,,,,55.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,,,,,,,0.00,0.00,0.00,0.00,,,,,,,,,False,False,False,False,False,,0.00,0.00,0,,,False,
1998-10-31,,00000000-0000-0000-0000-000000009693,00000000-0000-0000-0000-000000009693,,,,,,,,85.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,,,,,,,0.00,0.00,0.00,0.00,,,,,,,,,False,False,False,False,False,,0.00,0.00,0,,,False,
1998-11-04,,00000000-0000-0000-0000-000000009693,00000000-0000-0000-0000-000000009693,,,,,,,,75.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,,,,,,,0.00,0.00,0.00,0.00,,,,,,,,,False,False,False,False,False,,0.00,0.00,0,,,False,
1998-11-07,,00000000-0000-0000-0000-000000009693,00000000-0000-0000-0000-000000009698,,,,,,,,80.00,80.00,0.00,0.00,0.00,80.00,0.00,0.00,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,,,,,,,0.00,0.00,0.00,0.00,,,,,,,,,False,False,False,False,False,,0.00,0.00,0,,,False,
